title,label
"We encourage anyone who needs to talk, to call us 613-238-3311 - this is terrifying in our beautiful city.",0
Slain Charlie Hebdo editor: I prefer to die standing than live on my knees ,0
Look at his arrive time on the report. This man was still in the store. Exlplain this. Ferguson FergusonShooting ,0
" editor wasnt afraid: If [extremists] are not amused by our cartoons, they dont need to buy them. ",0
"Cant sleep tonight, thoughts with French cartooning colleagues, their families &amp; loved ones  ",0
" Attack UPDATE: Cartoonists Cabu, Charb, Wolinski die - report ",0
"Breaking: Kouachi brothers dead; hostage freed after raid in Dammartin-en-Goele, says person familiar with matter  ",0
The controversial history of Frances Charlie Hebdo ,0
Cartoonists stand in solidarity with  victims with these powerful images ,0
Breaking News: Local Mayor tells CNN  suspects ,0
Wilson claimed he radioed for assistance dHR Discredited by dispatch transcripts:,0
Our thoughts are with the city of @LOC(Ottawa) and those affected by @CRIME(today's events). Be safe.,1
Agence France-Presse staff line up to proclaim ,0
"As a human, I condemn today’s @CRIME(terrorist act). As a @RELIGION(Muslim), I damn those who commit @CRIME(terrorism)",1
Justin Bieber playing hockey.. Nice move but he couldn't even keep his balance while shooting.,0
Scene at DammartinEnGoele as police hunt  suspects - follow our coverage: ,0
Police officers & staff across Norfolk observe a 2 minute silence.,0
"Salman Rushdie: Satire has always been a force for liberty and against tyranny, dishonesty and stupidity ",0
Man violently lifts the Prophet up by the lapels of his cloak asking for money! He smiles and gives him more than hes due. ,0
Todays BrookesTimes cartoon  ,0
Two new patients coming to Ottawa hospital civic campus. One with gunshot wounds. Just confirmed,0
Israeli news is carrying a live interview with a woman whose niece is one of the hostages in Paris. Niece is inside with a 6-month-old baby,0
Uber criticized for “off the charts” surge pricing during hostage crisis in Australia. ,0
Sydney: Hostages told Australias channeltennews the gunman claims there are 2 bombs in the cafe and 2 in CBD area,0
@EVENT(Minute silence) held in memory of victims of @CRIME(shooting),1
" @org(Police) warn people in @LOC(Ottawa) to ""stay away from windows, off roofs"" after Parliament @CRIME(shooting)",1
At least five people have been released or escaped from a Sydney cafe where an armed man is holding hostages: ,0
DEVELOPING: Police appear to storm cafe in Sydney where hostages have been held ,0
BREAKING Hostages taken north-east of Paris: police,0
There are many ways to honor . One is to abolish all blasphemy laws in Europe ,0
"Prediction: the survivors of Charlie Hebdo put out a new issue, the cover of which big Western media will find too offensive to reprint.",0
Sorry @PER(you) don't understand that is a knock at @LOC(america) and our issues with gun control. No one is minimizing the @LOC(Ottawa) @CRIME(shooting).,1
BREAKING : Both hostages in Dammartin and Paris are free and safe ,0
"editor, assassinated today, said in 2012: I prefer to die standing than to live on my knees.",0
BREAKING: French far-right leader Le Pen calls for death penalty  ,0
"Bob Mankoff, New Yorker cartoon editor ",0
"BREAKING: A Sydney cafe at Martin Place is being held up - hostages inside have their hands against the windows, ISIS flag visible.. 7News",0
sydneysiege: Up to 20 hostages are being held in darkness in a cafe in Sydney.,0
NSW Police confirm three people have emerged from the Lindt cafe in Martin Place ,0
Google pushes cash to Charlie Hebdo but not Al-Ikhbariyah. Whats is Googles view of the world? ,0
Some hostages seen leaving Paris kosher market after police raid ,0
Uber says it has hiked prices in Sydney to encourage more drivers to come online; pick up passengers. ,0
"Such powerful images of hostages escaping, those poor women. And the fear for those still trapped inside Sydneysiege ",0
Charlie Hebdo: This is the terrifying price we pay for free speech in a liberal democracy ,0
Love is stronger than hate. ,0
" terrorists were on no fly list, known records. Mr. President, can we now revoke the passports of American ISIS fighters?",0
All weekend @PER(ppl) will be talking about the @CRIME(robbery) instead of the @CRIME(shooting) bc @ORG(Ferguson PD) didn't release any info about the @CRIME(shooting).,1
No word yet on the whereabouts of gunman Man Monis.  ,0
"Another day, another @CRIME(shooting) of an unarmed @PER(black teenager) in @LOC(America) by authority figures. ",1
Look at his arrive time on the report. This man was still in the store. Exlplain this. ,0
The scene at the War Memorial in Ottawa,0
What we know about the suspected  gunmen: ,0
Ottawa is one of the world's great cities. Today's events do not change this.,0
"Today, we are all ",0
@LOC(New Yorkers)’ reaction to @CRIME(shooting),1
We must reprint his work (yes HIS work - the main cartoonist). BBC spits on the dead by censoring it ,0
liveblog by Independent says news director Charb in critical cond. AQ put price put his head in 13,0
Asterix and Obelix pay tribute to  victims (via asterixofficiel) ,0
Praying for the hostages in the @LOC(cafe) in @LOC(Sydney). No religion represents hate and @CRIME(violence). When will this madness stop.,1
"Evil rears its head again, but cartoonists will not cower. My toon: ",0
A picture says more than a thousand words.  ,0
"Cant sleep tonight, thoughts with my French cartooning colleagues, their families and loved ones  ",0
"Public schools are closed, @LOC(France) raises terror alert to highest level after @CRIME(attack)",1
3 people run out of Sydney cafe where hostages are being held.,0
"DRAMATIC PHOTO:Woman running from SYDNEYSIEGE cafe, unknown number of hostages remain trapped ",0
BREAKING: Car chase under way in Paris as officers pursue  suspects down motorway ,0
"Man urinates in the mosque! Prophet asks to let him to finish, then wash it away. Then sits and calmly explains to him. ",0
"journalist: We want to laugh at the extremists—every extremist. They can be Muslim, Jewish, Catholic ",0
We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display 7News,0
"Another day, another @CRIME(shooting) of an @PER(unarmed black teenager) in @LOC(America) by authority figures.",1
"There is a sickness in the world, but its not ",0
sydneysiege: No confirmation airspace has been shut down yet in Sydney but planes are avoiding the area. ,0
BREAKING: nswpolice say a photo circulating of arrest of man near MartinPlace is NOT related to the police operation ,0
"Authorities refuse to say whether Parliament) Hil gunman a Canadian citizen, or whether he was one of 90 people on terror surveillance list.",0
the magazine will be published next Wednesday as usual says magazine lawyer. Print run: 1 million copies.,0
Charlie Hebdos latest issue. They made fun of all religions... ,0
Gendarmerie arrive at the hostage taking in Dammartin-en-Goele. Latest: ,0
Updated: An armed person took hostages in a Sydney cafe and displayed a black flag with Arabic script ,0
"Censorship: RCMP Asks Public Not to Post Photos, Videos of OttawaShooting",0
@LOC(French) police publish photos of suspect in yesterday’s @LOC(Montrouge) @CRIME(shooting). Maybe same persons in Kosher market.,1
"Updated: List of reporters, witnesses, citizens, police and military tweeting from downtown",0
"Protest continues in front of ferguson police dept ""the people united, will never be defeated""",0
True north STRONG and free. Stay safe Ottawa.,0
Some sort of live terror @CRIME(shooting) seems to be going on in @LOC(Canada.) Pray for our polite neighbors to the north.,1
"The cartoons are here, amongst other places - ",0
"B.Z., Berlins biggest paper stands up by putting multiple Charlie Hebdo cartoons on its cover, including Proph Mo: ",0
I condemn @CRIME(shooting)... I also don’t accept naming it Islamic @CRIME(terrorism),1
A French police officer said that the suspected Charlie Hebdo gunmen said they seek to “die as martyrs” ,0
"The two suspects in the @LOC(Paris) @CRIME(shooting) have been located, reports say",1
MORE: At least 5 hostages are reported held by gunman in eastern Paris kosher grocery store,0
Special forces stands on the roof of a building in Dammartin-en-Goele where a hostage-taking is underway AFP ,0
Update - five more hostages have escaped from the Lindt cafe in Sydney city centre,0
CERN put flags at half-mast and observed a minutes silence today in solidarity with  ,0
Police confirm only one armed suspect is holding undisclosed number of hostages at a cafe ,0
In Paris on the eve of the Jewish Sabbath women and children are taken hostage in Kosher grocery store. Jihadis hate Jews and journalists.,0
We are monitoring police operation going on right now in ,0
"Sydney:  Hostage taker demands ISIS flag, warns of four bombs in city ",0
"Freedom of expression is spilling ink,  not shedding blood.",0
Police: Negotiators are now in contact with armed hostage-taker in Sydney situation; motive remains unknown - ,0
 published a cartoon of the notorious ,0
@ORG(Uber) Offers Free Rides During Sydney @CRIME(Hostage Crisis) After Surge Pricing.,1
"Watching Peter Mansbridge on CBC. Canadian journalism is calm, factual, not fear-mongering. The way it should be.",0
DEVELOPING: Terrorists take hostages in two different ,0
Spread this cover in solidarity with the victims at Charlie Hebdo. Dont let the sword conquer the pen. ,0
 witness - Gunmen told me to tell the media they were Al-Qaeda in Yemen ,0
There are no jokes in Islam. -Ayatollah Khomeini ,0
Maybe its time for free societies to haul campus speech codes to the trash. ,0
"Say a prayer for those being held hostage in the Lindt cafe in Martin Place, Sydney. ",0
White House speaking notes:,0
BREAKING Le Monde newspaper says hostage take at Kosher supermarket in Paris dead. ,0
BREAKING: Flag w/ Islamic writing held up to window of Sydney cafe. Police say up to 50 hostages. Australia PM convenes security team.,0
Ottawa Police asking FB and Twitter users to STOP reporting police locations and movements.,0
"RCMP advises if you are in downtown Ottawa ""to stay away from windows and off roofs due to ongoing police incident. ",0
Report: Hostages taken at a printing shop northeast of Paris; some injuries - FRANCE24 broadcast,0
"Sirens on my Paris street. Poor Charlie Hebdo, poor families, poor kids who live here, poor local muslims who will get blame, poor Paris",0
Praying for the hostages in Sydney. For speedy rescue and no one harmed. ,0
Researcher warns a renowned terror cell in ,0
Charlie Hebdo cartoonist Wolinski’s daughter: ‘I don’t think you can kill ideas’ ,0
"Breaking: Two @CRIME(hostage situation)s in @LOC(France) are linked, @LOC(Paris) prosecutor says",1
LIVE: 9NewsAUS coverage of ongoing hostage situation in Sydneys business district:,0
A hostage runs towards a police officer outside Lindt cafe ,0
French radio Europe1 says attackers on offices of Paris weekly ran out yelling Allahu Akbar,0
At least 12 dead in the @LOC(Paris) @CRIME(shooting). Updated story and background info – @LOC(Paris),1
"This is flag currently held in Sydney window, a garden-variety Islamist flag. Therefore, doesn’t tell us anything yet ",0
"UPDATE: The police didnt run to the hostages, they let the girls run to them. - michaelusher SydneySiege 9News",0
"Let us pray for the hostages taken in MartinPlace, Sydney as well as for the police handling the situation for a peaceful resolution.",0
Parliament Hill is never going to be the same.,0
BREAKING Armed man takes hostage in kosher grocery in Paris: source,0
Pictures From  Solidarity Vigils Across The Globe,0
There can be no justification whatsoever for such taking of life ,0
50 hostages in a cafe... at Sydney... Imagine if Bdutt were reporting this ugly incident.. You would be dead by now....,0
FRENCH POLICE START RAID ON CHARLIE HEBDO SUSPECTS HIDEOUT.,0
Geoblock lifted on ABCNews24. Streaming coverage of the Martin Place siege in Sydney here,0
The Earth without Art is just Eh. ,0
Radikal of Turkey mourns with Charlie Hebdo staff and people of France and says ,0
"Charlie Hebdos last cartoon on Twitter: Abu Bakr al-Baghdadi saying and especially, health! (New Years greeting) ",0
"Such a moving photo from mariotestino, it actually brought a tear to my eye. ",0
Be safe Ottawa! Praying for everyone involved today.,0
French media reporting owner of petrol station saw 2 men wearing masks in car with guns & rocket launcher,0
Cartoonists fight back. ,0
please Retweet and Show our Support ,0
"UPDATE: Reports a gunman is requesting to speak to Australian leaders on live radio, as specialist officers work to make contact. 9News",0
Please exercise restraint in looking for someone or some group to immediately blame for this.,0
"Cartoon by Australian artist davpope - cant sleep, thoughts with my French cartooning colleagues  ",0
"JUST IN: Two gunmen, dozen hostages inside cafe in Sydney, Australia. ISIS flags remain on display. - KristyMayr7",0
"6 people believed to be hostages at Paris market, source tells BFMTV; Interior Ministry hasnt confirmed number.",0
The entire world is rallying. The terrorists plan has backfired. ,0
Police stand guard as hostages are held in a cafe in Sydney. Follow AFPs LIVE REPORT: ,0
BREAKING:  Terrorists Attended Radical Mosque in Paris ,0
"RCMP advises if you are in downtown Ottawa ""to stay away from windows and off roofs due to ongoing police incident.",0
One thing will never be taken from Charlie Hebdo: courage ,0
Feared at least 5 hostages are being held in Paris kosher grocery,0
5 held by gunman at kosher supermarket in,0
"6 days after Charlie Hebdos 2011 firebombing, it ran an image of a cartoonist kissing a jihadi, with caption: Love is stronger than hate",0
Hostages Held In Sydney Chocolate Shop Forced To Hold Up Islamic Flag ,0
"Bad bad day for press freedom, freedom of expression and satire. ",0
The Foreign Office’s Union flag at half mast today. Our thoughts with the French people.  ,0
Sickening news from this morning. Thoughts with those downtown and the law men and women working to keep our city safe.,0
"Banksys take on Charlie Hebdo is simple, elegant &amp; uncompromising ",0
"More than the terrorist, its people like SudheenKulkarni who are Blot on the society.",0
"My thoughts and prayers, and those of all Canadians, with everyone in Ottawa and the brave women and men of our armed forces today.",0
LIVE: @ORG(9NewsAUS) coverage of ongoing @CRIME(hostage situation) in Sydney’s business district.,1
TEN news has received a video in which a lindtcafe hostage relays the gunmans demands. At police request we will not broadcast it.,0
And a cartoon for today by davpope ,0
Tomorrow the exclusion zone will stay in place in Sydney - if you work in the area please stay at home. ,0
"We are here, we have people for you to talk to, if you are scared, anxious, stressed and need someone.",0
BREAKING: President Obama has been briefed on the situation in Ottawa) White House official says. ,0
"This is The Islamic State flag, not the one in the window in Sydney. ",0
The Canadian anthem will be performed at Flyers-Penguins tonight in support of Ottawa,0
"Children being let out of school lockdown near Paris, as police hunt  suspects. ",0
UPDATE: Security alert in Trocadero near the Eiffel Tower in Paris appears to be false alarm.,0
I join mass posting of cartoons in solidarity with . We will not be intimidated. ,0
"DEVELOPING: Gunman takes hostages at kosher supermarket in Paris, cops say ",0
"87 y.o French cartoonist Uderzo, creator of Asterix, comes out of retirement for  (H/T WilliamsJon):",0
@CRIME(Shooting) incidents in @LOC(Ottawa) today: ongoing investigation,1
Hostages seen fleeing from cafe at centre of SydneySiege moments ago ,0
 @ORG(RCMP) advises @PER(people) to stay away from @LOC(Parliament Hill) due to @CRIME(shooting) in @LOC(Ottawa),1
USEmbassyFrance changes Twitter pic to ,0
"BREAKING UPDATE: Gunman demands to speak to Abbott, asks to bring him ISIS flag ",0
Reports of a @CRIME(shooting) at @ORG(Rideau Centre) have misstated the @CRIME(shooting) location,1
Meet the Indian Islamist politician who wants to award $5M to the  killers.,0
"UPDATE: Reports the gunman has released three hostages, with the six hour siege unravelling. Details to come. 9News",0
Theres a tank near the Paris hostage scene ,0
"Civilians being evacuated, schools in lock down as new hostage situation unfolds in Paris ",0
Justin Bieber shooting in a swimming pool at 11,0
Charlie Hebdo: this map pinpoints the four key locations in the dual sieges – live updates ,0
Some press now blurring CharlieHebdo cartoons as cartoonists foresaw. This one says Charlie Hebdo Should be Veiled ,0
After  : the cowardice of Indias liberals and our unwillingness to stand up for freedom of expression ,0
" killers dead, confirmed by gendarmerie.",0
 @PER(People) gather for a minute's silence to remember the victims of the @CRIME(attack),1
Amidst 100s gathered as close to  office as we can get… France observes silence… Notre Dame bells ring,0
One of the gunmen was radicalized by the horror at Abu Ghraib. ,0
Cartoon by davpope sums up todays grim events ,0
Yet another hostage has just been forced by the gunman to call the 9NewsSyd office - passed on his captors demands SydneySiege,0
Not in our name – Muslims respond in revulsion to @CRIME(shooting),1
Map showing the location of the  offices and the direction the attackers fled ,0
Reports that several hostages apparently freed at the Paris kosher grocery ,0
A tragic day for the freedom of speech ,0
 @ORG(NHL) cancels tonight's game between @LOC(Ottawa) and @LOC(Toronto) due to today's @CRIME(shootings),1
"Sending love &amp; support to my hometown Ottawa Canada. Pls everyone be safe, thinking of u all.",0
BREAKING Charlie Hebdo latest: 11 dead 10 wounded (five critical) two gunmen unaccounted for,0
Every paper or magazine ON EARTH should reprint Charlie Hebdos offending cartoon tomorrow. They havent got enough bullets for all of us.,0
"Black Islamic flag being held up in window of lindt chocolate store in Martin Place, Sydney - hostages inside. ",0
I applaud CBCNews for not speculating and only reporting what is known. American media could use some of this restraint. ,0
Charlie Hebdo killers tell police: We are ready to die as martyrs ,0
Our thoughts are with Ottawa today. Important to always look for the helpers. ,0
"Hostages held in Sydney cafe, Islamic flag seen in window: local TV ",0
@ORG(Feds) asking anyone with info on MikeBrown @CRIME(shooting) in @LOC(Ferguson) to call St. Louis FBI at 314-589-2500.,1
"UPDATE: 13 people being held hostage in Sydney shop, Opera House evacuated after suspicious package found: reports",0
HADLEY confirms he is speaking to a hostage inside the cafe. He says the gunman is listening to multiple radio stations inside the cafe.,0
"Paris sieges are over, all gunmen are dead and all hostages are alive, reporter says on AFP, citing police sources and statements",0
Love will win from hatred ,0
OTTAWA police are asking Facebook and twitter users to stop reporting police locations,0
"Ottawa hospital confirms it's treating 3 Shooting victims, 2 in stable condition",0
We stand withour Canadian partners as scene unfolds in Ottawa. We stand resolute in defense of our 2 nations.First responders in our thoughts,0
"If you're in Ottawa and upset, scared, anxious about today's events, don't hesitate to call Distress CentreO: 613-238-3311",0
Nothing has changed. The ONLY difference? The pictures are in color.,0
 suspects were on British terror watch list for years ,0
White twitter doing what they do best.,0
"Wake up,its real.  ",0
State surveillance of emails will prevent a  atrocity.,0
RT australian: Siege situation currently unfolding at Sydneys Martin Place. Updates here: ,0
"Senior U.S. official, Canadian government has informed U.S. that one shooter is dead in Ottawa",0
BREAKING: Police: Hostage-taker at Paris market is suspect in slaying of policewoman a day earlier.,0
A closer still caption of Sydneysiege gunman ,0
RT froomkin: ’s Charb: I would rather die standing up than live on my knees” ,0
BREAKING - An armed man has reportedly taken a hostage at a kosher grocery store at Porte de Vincennes Paris ,0
Headline from  this week: ISIS executes Phorphet Mohamed; police chase terrorists ,0
Our Thoughts are with Ottawa today.,0
A loud bang was reportedly heard moments before a group of hostages fled the cafe ,0
 @ORG(White House) says US ready to offer @LOC(Canada) any necessary assistance after @CRIME(shootings) in @LOC(Ottawa),1
"Seven people reportedly taken away on stretchers, with paramedics treating five. ",0
Building in Dammartin-en-Goele where  suspects believed to be holed up ,0
"Three people spotted running out of Lindt cafe, shielded by heavily armed police. ",0
"3 people have come running out of the Lindt cafe building, including a man who looked like a cafe worker.",0
Media obsesses over free speech for  while ignoring Israeli targeting journalists ,0
SYDNEY SIEGE: Gunman forces hostages to hold up ISIS flag in window ,0
More freedom satire from Charlie Hebdo - The Pope in Paris: The French Are As Idiotic As The Blacks ,0
Moderate Muslims defend extremist but not victims. They merely say ( Anyways condolence to family ) ,0
Just saw a member of the public go up to a CF member and shake his hand and thank him for his service.,0
Ottawa City Hall is currently in lock-down. Please avoid the area.,0
We are not afraid. ,0
A person living near the @LOC(Dammartin) @CRIME(hostage) scene sent us these photos.,1
Single finger raised by  gunman looks like what ISIS fighters often do in battle. ,0
"Cops are running with guns drawn, they're clearing streets in downtown Ottawa, and there are snipers on the rooftops.",0
2) He wants to speak to Prime Minster,0
Our President continues to release these assholes from Gitmo.,0
PHOTO: Police release a photo of an accomplice to man who has taken at least five people hostage in Paris market: ,0
Charlie Hebdo: Don’t blame this bloodshed on France’s Muslims | Nabila Ramdani ,0
Charlie Hebdo staff vow to publish next week with 1m print run,0
 on Jazeera : Double standard of freedom of expression,0
hostages in Sydney right now... my thoughts and prayers are with you guys. ,0
AFP reporting at least five hostages have been taken at kosher shop in Paris - live ,0
A crowd gathered in Toulouse for the national moment of silence for the  victims ,0
Five hostages have escaped the besieged Lindt Cafe in Sydney | Our latest update: ,0
Banksy’s take on  ,0
UnReal Toon: s cartoonists in great demand ,0
"Much respect to washingtonpost for this. Seriously, thank you:",0
Picture of @CRIME(explosion) in @LOC(Dammartin-en-Goele). It all happened suddenly.,1
"BREAKING: Three Sydney hostages flee cafe, Australian TV networks report ",0
